Date,Bank,Ticker,Open,High,Low,Close,Volume,Daily_Return,Volatility_30d,MA_50,MA_200,Risk_Flag,Year,Quarter,Month,YearQ
2020-05-20,HSBC,HSBC,28.33,28.42,28.34,28.38,22930974,0.00341,0.2344256052038093,24.21,34.72,Medium,2020,2,5,2020Q2
2020-05-21,HSBC,HSBC,27.96,28.2,27.87,28.14,23056186,-0.008549,0.2380444352287886,24.25,34.68,Medium,2020,2,5,2020Q2
2020-05-22,HSBC,HSBC,28.3,28.42,27.72,28.27,16982053,0.004763,0.2369367427911564,24.31,34.64,Medium,2020,2,5,2020Q2
2020-05-25,HSBC,HSBC,28.84,29.25,29.04,29.06,7648986,0.02781,0.2435491168522343,24.39,34.6,Medium,2020,2,5,2020Q2
2020-05-26,HSBC,HSBC,29.76,29.66,29.63,29.66,23728223,0.020702,0.2399819422768704,24.5,34.57,Medium,2020,2,5,2020Q2
2020-05-27,HSBC,HSBC,29.91,30.15,29.77,29.99,7197956,0.011254,0.2397810495430043,24.63,34.55,Medium,2020,2,5,2020Q2
2020-05-28,HSBC,HSBC,30.14,30.64,30.19,30.35,21577568,0.011874,0.2374297952782294,24.76,34.52,Medium,2020,2,5,2020Q2
2020-05-29,HSBC,HSBC,30.49,30.46,30.14,30.33,12133074,-0.000685,0.2348171943420577,24.92,34.48,Medium,2020,2,5,2020Q2
2020-06-01,HSBC,HSBC,31.06,31.02,30.58,30.71,19329194,0.012567,0.2199670346061753,25.11,34.46,Medium,2020,2,6,2020Q2
2020-06-02,HSBC,HSBC,31.45,31.56,31.35,31.38,22327224,0.021752,0.2224682543352627,25.32,34.43,Medium,2020,2,6,2020Q2
2020-06-03,HSBC,HSBC,32.03,32.54,31.84,32.08,21033807,0.022254,0.2233605275156794,25.55,34.41,Medium,2020,2,6,2020Q2
2020-06-04,HSBC,HSBC,32.13,32.29,32.04,32.28,6479394,0.006526,0.2042921529438354,25.78,34.39,Medium,2020,2,6,2020Q2
2020-06-05,HSBC,HSBC,33.79,33.77,33.55,33.75,16601418,0.045364,0.2281290803638178,26.04,34.37,Medium,2020,2,6,2020Q2
2020-06-08,HSBC,HSBC,34.08,34.08,33.88,33.98,13403658,0.006712,0.2162083354139447,26.32,34.35,Medium,2020,2,6,2020Q2
2020-06-09,HSBC,HSBC,34.11,34.53,34.02,34.11,10425267,0.003945,0.2083336180170704,26.59,34.33,Medium,2020,2,6,2020Q2
2020-06-10,HSBC,HSBC,35.39,35.34,35.05,35.24,10557188,0.033048,0.2179447829933074,26.89,34.32,Medium,2020,2,6,2020Q2
2020-06-11,HSBC,HSBC,34.87,35.06,34.02,34.6,16681048,-0.017949,0.2300295940257879,27.16,34.3,Medium,2020,2,6,2020Q2
2020-06-12,HSBC,HSBC,34.88,35.26,35.08,35.1,17538204,0.014293,0.2269146766530353,27.43,34.29,Medium,2020,2,6,2020Q2
2020-06-15,HSBC,HSBC,35.42,35.69,35.27,35.36,13402892,0.007541,0.2153508482919967,27.71,34.28,Medium,2020,2,6,2020Q2
2020-06-16,HSBC,HSBC,36.21,36.92,36.38,36.56,24459182,0.033899,0.2260265208608689,28.0,34.28,Medium,2020,2,6,2020Q2
2020-06-17,HSBC,HSBC,37.1,37.33,37.09,37.25,6445215,0.018837,0.2268105652769011,28.3,34.28,Medium,2020,2,6,2020Q2
2020-06-18,HSBC,HSBC,37.85,37.74,37.39,37.71,10271457,0.01241,0.2265103667641753,28.6,34.27,Medium,2020,2,6,2020Q2
2020-06-19,HSBC,HSBC,38.61,38.65,38.28,38.62,9840459,0.023996,0.2178782603345584,28.91,34.28,Medium,2020,2,6,2020Q2
2020-06-22,HSBC,HSBC,38.07,38.55,37.41,38.38,14817575,-0.006222,0.214752327918529,29.21,34.28,Medium,2020,2,6,2020Q2
2020-06-23,HSBC,HSBC,39.48,39.32,39.11,39.28,22098260,0.023393,0.2151753170187923,29.52,34.28,Medium,2020,2,6,2020Q2
2020-06-24,HSBC,HSBC,38.96,39.44,38.8,39.07,23696830,-0.005319,0.2210022625025079,29.82,34.28,Medium,2020,2,6,2020Q2
2020-06-25,HSBC,HSBC,39.93,39.96,39.5,39.76,18568284,0.017756,0.2158535871813302,30.13,34.29,Medium,2020,2,6,2020Q2
2020-06-26,HSBC,HSBC,40.2,40.36,39.58,40.09,7365362,0.00835,0.2158499047726416,30.45,34.29,Medium,2020,2,6,2020Q2
2020-06-29,HSBC,HSBC,39.22,39.8,39.23,39.38,18359739,-0.017724,0.2320651677058805,30.75,34.29,Medium,2020,2,6,2020Q2
2020-06-30,HSBC,HSBC,40.07,40.34,39.22,39.9,10609366,0.013161,0.2320518828814229,31.06,34.29,Medium,2020,2,6,2020Q2
2020-07-01,HSBC,HSBC,40.13,40.22,39.89,40.06,9517877,0.004106,0.2318460865798982,31.37,34.3,Medium,2020,3,7,2020Q3
2020-07-02,HSBC,HSBC,39.74,40.07,39.51,39.71,6661257,-0.008877,0.2320963670143396,31.68,34.31,Medium,2020,3,7,2020Q3
2020-07-03,HSBC,HSBC,39.07,39.64,38.74,39.16,15410199,-0.013832,0.242897681918383,31.97,34.3,Medium,2020,3,7,2020Q3
2020-07-06,HSBC,HSBC,39.22,39.51,39.38,39.43,24174474,0.007019,0.2378395460765873,32.25,34.3,Medium,2020,3,7,2020Q3
2020-07-07,HSBC,HSBC,39.56,39.93,39.16,39.64,18490754,0.00522,0.2362044852027943,32.55,34.31,Medium,2020,3,7,2020Q3
2020-07-08,HSBC,HSBC,39.68,40.04,39.45,39.77,20262772,0.003342,0.236899832467037,32.83,34.31,Medium,2020,3,7,2020Q3
2020-07-09,HSBC,HSBC,39.95,39.87,39.55,39.79,7703855,0.000321,0.2382809135628174,33.12,34.31,Medium,2020,3,7,2020Q3
2020-07-10,HSBC,HSBC,39.16,39.49,39.45,39.48,20548509,-0.007653,0.2416184801805207,33.41,34.32,Medium,2020,3,7,2020Q3
2020-07-13,HSBC,HSBC,41.03,41.35,40.55,40.73,9895344,0.031688,0.2503108567301449,33.7,34.33,Medium,2020,3,7,2020Q3
2020-07-14,HSBC,HSBC,40.88,40.76,40.51,40.57,15098937,-0.003936,0.2505269583646325,33.98,34.33,Medium,2020,3,7,2020Q3
2020-07-15,HSBC,HSBC,39.96,40.12,39.77,40.09,16654534,-0.011791,0.2539556266079728,34.25,34.33,Medium,2020,3,7,2020Q3
2020-07-16,HSBC,HSBC,40.41,40.34,40.11,40.13,12313589,0.000953,0.2546706863650413,34.51,34.34,Medium,2020,3,7,2020Q3
2020-07-17,HSBC,HSBC,39.84,40.36,39.13,40.04,5209176,-0.002309,0.2291185118846151,34.78,34.34,Medium,2020,3,7,2020Q3
2020-07-20,HSBC,HSBC,40.09,40.22,39.84,39.87,15137559,-0.004257,0.2309426678878515,35.04,34.34,Medium,2020,3,7,2020Q3
2020-07-21,HSBC,HSBC,40.74,41.24,40.87,40.91,23092993,0.026173,0.2385468520302267,35.32,34.34,Medium,2020,3,7,2020Q3
2020-07-22,HSBC,HSBC,40.49,40.37,40.01,40.28,23433106,-0.015458,0.2324334381858226,35.58,34.34,Medium,2020,3,7,2020Q3
2020-07-23,HSBC,HSBC,40.02,40.31,40.21,40.31,22100636,0.000717,0.2228148983900434,35.85,34.34,Medium,2020,3,7,2020Q3
2020-07-24,HSBC,HSBC,39.94,39.83,39.41,39.72,12241700,-0.014529,0.2281803921796113,36.09,34.34,Medium,2020,3,7,2020Q3
2020-07-27,HSBC,HSBC,39.69,39.66,39.26,39.43,19921354,-0.007299,0.2303538465118988,36.32,34.33,Medium,2020,3,7,2020Q3
2020-07-28,HSBC,HSBC,40.09,40.97,40.05,40.39,15378806,0.024259,0.220885502882188,36.57,34.33,Medium,2020,3,7,2020Q3
2020-07-29,HSBC,HSBC,40.91,40.82,39.7,40.55,22701394,0.004099,0.2160213150390166,36.81,34.33,Medium,2020,3,7,2020Q3
2020-07-30,HSBC,HSBC,40.92,40.93,40.58,40.71,13562011,0.003932,0.2141762556609663,37.06,34.34,Medium,2020,3,7,2020Q3
2020-07-31,HSBC,HSBC,39.79,40.9,40.13,40.19,7033621,-0.012822,0.2087936921364869,37.3,34.34,Medium,2020,3,7,2020Q3
2020-08-03,HSBC,HSBC,39.87,39.97,39.58,39.96,20087882,-0.005686,0.2086290361423088,37.52,34.34,Medium,2020,3,8,2020Q3
2020-08-04,HSBC,HSBC,41.19,41.02,40.83,40.98,14451171,0.025465,0.2106012990236974,37.74,34.35,Medium,2020,3,8,2020Q3
2020-08-05,HSBC,HSBC,41.42,41.57,41.23,41.27,8719931,0.007119,0.2101853964664,37.97,34.36,Medium,2020,3,8,2020Q3
2020-08-06,HSBC,HSBC,41.11,41.12,40.95,41.09,13053633,-0.00451,0.2054584832970999,38.18,34.38,Medium,2020,3,8,2020Q3
2020-08-07,HSBC,HSBC,41.54,41.54,41.32,41.35,18247416,0.006305,0.2049226738510454,38.4,34.39,Medium,2020,3,8,2020Q3
2020-08-10,HSBC,HSBC,41.33,41.57,41.48,41.51,23476157,0.003908,0.197090594139922,38.62,34.41,Medium,2020,3,8,2020Q3
2020-08-11,HSBC,HSBC,41.04,41.22,40.74,41.03,6511526,-0.011435,0.1976911757092966,38.81,34.43,Medium,2020,3,8,2020Q3
2020-08-12,HSBC,HSBC,40.66,41.36,40.28,40.83,5774071,-0.004913,0.1981904187273542,38.99,34.44,Medium,2020,3,8,2020Q3
2020-08-13,HSBC,HSBC,42.14,42.45,41.43,42.11,16385564,0.031443,0.2149870681897896,39.18,34.46,Medium,2020,3,8,2020Q3
2020-08-14,HSBC,HSBC,42.56,42.79,42.19,42.35,6031232,0.005631,0.2098306825722699,39.36,34.48,Medium,2020,3,8,2020Q3
2020-08-17,HSBC,HSBC,41.6,41.62,41.31,41.44,20522891,-0.021546,0.2207686170784803,39.51,34.51,Medium,2020,3,8,2020Q3
2020-08-18,HSBC,HSBC,41.79,42.05,41.2,41.74,19871570,0.007269,0.2211282392109872,39.66,34.53,Medium,2020,3,8,2020Q3
2020-08-19,HSBC,HSBC,42.71,42.61,42.47,42.5,11559716,0.018258,0.2261905703410897,39.8,34.56,Medium,2020,3,8,2020Q3
2020-08-20,HSBC,HSBC,42.21,42.38,41.93,41.98,8463357,-0.012335,0.2300996045350193,39.95,34.57,Medium,2020,3,8,2020Q3
2020-08-21,HSBC,HSBC,42.1,42.05,41.65,41.72,13323833,-0.006133,0.2295933513671506,40.08,34.59,Medium,2020,3,8,2020Q3
2020-08-24,HSBC,HSBC,42.82,42.78,42.07,42.57,14046375,0.020346,0.2189298391053702,40.23,34.61,Medium,2020,3,8,2020Q3
2020-08-25,HSBC,HSBC,42.74,42.62,42.6,42.6,14623700,0.000682,0.2183300264722316,40.35,34.63,Medium,2020,3,8,2020Q3
2020-08-26,HSBC,HSBC,42.72,42.58,42.33,42.52,21471581,-0.001782,0.2148479748673944,40.45,34.65,Medium,2020,3,8,2020Q3
2020-08-27,HSBC,HSBC,41.79,42.02,41.41,41.74,17444439,-0.018318,0.2228162435564489,40.53,34.66,Medium,2020,3,8,2020Q3
2020-08-28,HSBC,HSBC,42.31,42.48,41.97,42.37,20178599,0.015035,0.2259494942154563,40.61,34.69,Medium,2020,3,8,2020Q3
2020-08-31,HSBC,HSBC,42.45,42.36,41.73,42.27,17687539,-0.002414,0.2255697264613497,40.69,34.71,Medium,2020,3,8,2020Q3
2020-09-01,HSBC,HSBC,41.16,41.5,40.8,41.01,19328551,-0.029889,0.2319001984245925,40.72,34.72,Medium,2020,3,9,2020Q3
2020-09-02,HSBC,HSBC,40.18,40.12,39.75,40.12,22992060,-0.021596,0.2361405092113734,40.74,34.72,Medium,2020,3,9,2020Q3
2020-09-03,HSBC,HSBC,39.78,40.01,39.73,39.82,20705180,-0.007584,0.2371374355100344,40.74,34.73,Medium,2020,3,9,2020Q3
2020-09-04,HSBC,HSBC,39.18,39.35,38.91,39.23,16124231,-0.01467,0.2372112876162047,40.73,34.73,Medium,2020,3,9,2020Q3
2020-09-07,HSBC,HSBC,38.66,39.5,38.51,38.74,22810762,-0.012496,0.2390139653797773,40.71,34.73,Medium,2020,3,9,2020Q3
2020-09-08,HSBC,HSBC,40.26,40.05,39.84,40.01,16327171,0.032692,0.2476906927853419,40.72,34.74,Medium,2020,3,9,2020Q3
2020-09-09,HSBC,HSBC,40.65,40.88,39.91,40.41,11015408,0.010004,0.2491677649511639,40.72,34.75,Medium,2020,3,9,2020Q3
2020-09-10,HSBC,HSBC,39.19,39.08,38.85,38.97,13570018,-0.03552,0.2691875876427259,40.71,34.74,Medium,2020,3,9,2020Q3
2020-09-11,HSBC,HSBC,38.61,39.25,38.8,38.81,10356465,-0.004158,0.2671330273205879,40.7,34.74,Medium,2020,3,9,2020Q3
2020-09-14,HSBC,HSBC,38.7,39.02,38.61,38.77,10118036,-0.001042,0.2667681346277039,40.69,34.73,Medium,2020,3,9,2020Q3
2020-09-15,HSBC,HSBC,37.94,38.34,37.26,37.99,16733775,-0.02027,0.2603863013577034,40.66,34.72,Medium,2020,3,9,2020Q3
2020-09-16,HSBC,HSBC,38.16,38.28,38.01,38.27,19887727,0.007604,0.2605440737942363,40.63,34.7,Medium,2020,3,9,2020Q3
2020-09-17,HSBC,HSBC,37.55,37.44,36.96,37.2,10563482,-0.028093,0.2709750357887297,40.57,34.68,Medium,2020,3,9,2020Q3
2020-09-18,HSBC,HSBC,37.85,37.87,37.63,37.77,11698467,0.015401,0.2749906438129773,40.54,34.67,Medium,2020,3,9,2020Q3
2020-09-21,HSBC,HSBC,38.6,38.65,38.11,38.53,16902336,0.020176,0.2824137567573626,40.5,34.66,Medium,2020,3,9,2020Q3
2020-09-22,HSBC,HSBC,39.7,40.27,39.63,39.8,12949504,0.032802,0.2986457106755137,40.48,34.66,Medium,2020,3,9,2020Q3
2020-09-23,HSBC,HSBC,39.11,39.07,38.62,38.94,16457788,-0.02162,0.3044904445497143,40.46,34.66,High,2020,3,9,2020Q3
2020-09-24,HSBC,HSBC,38.62,38.23,38.17,38.21,18235989,-0.0188,0.2919543296916664,40.42,34.65,Medium,2020,3,9,2020Q3
2020-09-25,HSBC,HSBC,38.6,38.76,38.53,38.58,9150926,0.009798,0.2932813533677644,40.39,34.64,Medium,2020,3,9,2020Q3
2020-09-28,HSBC,HSBC,39.17,39.52,39.06,39.22,16556083,0.016589,0.2930845520856182,40.38,34.63,Medium,2020,3,9,2020Q3
2020-09-29,HSBC,HSBC,39.65,40.14,38.7,39.67,12069395,0.011409,0.2944241924557618,40.35,34.63,Medium,2020,3,9,2020Q3
2020-09-30,HSBC,HSBC,40.2,40.34,40.09,40.27,11469901,0.015162,0.2927479426419652,40.35,34.63,Medium,2020,3,9,2020Q3
2020-10-01,HSBC,HSBC,41.04,41.18,40.7,41.04,15124104,0.019279,0.2970138896137743,40.37,34.64,Medium,2020,4,10,2020Q4
2020-10-02,HSBC,HSBC,41.04,41.8,40.7,41.17,10254162,0.003001,0.296709616004837,40.4,34.64,Medium,2020,4,10,2020Q4
2020-10-05,HSBC,HSBC,40.87,41.73,40.97,41.05,21155687,-0.002747,0.2902410534231964,40.43,34.64,Medium,2020,4,10,2020Q4
2020-10-06,HSBC,HSBC,40.28,40.4,39.95,40.28,14500257,-0.018763,0.2946730119315772,40.43,34.63,Medium,2020,4,10,2020Q4
2020-10-07,HSBC,HSBC,40.14,40.37,39.58,40.13,8953089,-0.003933,0.294744552528269,40.42,34.63,Medium,2020,4,10,2020Q4
2020-10-08,HSBC,HSBC,40.0,40.23,39.73,40.05,12847450,-0.00181,0.2905418346683098,40.4,34.63,Medium,2020,4,10,2020Q4
2020-10-09,HSBC,HSBC,39.82,39.55,39.25,39.53,5329649,-0.012963,0.2882570847145374,40.39,34.63,Medium,2020,4,10,2020Q4
2020-10-12,HSBC,HSBC,39.6,39.63,39.32,39.52,11579060,-0.000331,0.2883036200534858,40.38,34.63,Medium,2020,4,10,2020Q4
2020-10-13,HSBC,HSBC,39.09,39.12,38.77,38.95,13765758,-0.014525,0.2787043114360102,40.34,34.62,Medium,2020,4,10,2020Q4
2020-10-14,HSBC,HSBC,39.71,39.65,39.49,39.56,10893243,0.015628,0.2763293575507562,40.31,34.62,Medium,2020,4,10,2020Q4
2020-10-15,HSBC,HSBC,39.82,40.1,39.79,39.8,15550202,0.0061,0.2760520655364701,40.28,34.61,Medium,2020,4,10,2020Q4
2020-10-16,HSBC,HSBC,39.59,40.04,39.43,39.55,12178559,-0.006171,0.2731765370113819,40.24,34.6,Medium,2020,4,10,2020Q4
2020-10-19,HSBC,HSBC,39.49,39.84,39.58,39.66,6027236,0.002815,0.2704800807153443,40.21,34.59,Medium,2020,4,10,2020Q4
2020-10-20,HSBC,HSBC,39.19,39.68,38.98,39.06,15116815,-0.015117,0.2568337194954392,40.17,34.58,Medium,2020,4,10,2020Q4
2020-10-21,HSBC,HSBC,38.46,39.24,38.24,38.53,24069012,-0.013711,0.2574655426865824,40.12,34.56,Medium,2020,4,10,2020Q4
2020-10-22,HSBC,HSBC,38.07,38.63,37.78,38.2,20483127,-0.008586,0.2375690790231698,40.04,34.55,Medium,2020,4,10,2020Q4
2020-10-23,HSBC,HSBC,38.35,38.4,37.8,38.1,17050999,-0.002461,0.2373967517068243,39.96,34.54,Medium,2020,4,10,2020Q4
2020-10-26,HSBC,HSBC,37.93,38.6,38.12,38.18,10792427,0.002155,0.2375148197846273,39.89,34.53,Medium,2020,4,10,2020Q4
2020-10-27,HSBC,HSBC,38.6,38.32,38.0,38.27,10340812,0.00221,0.2299892387280399,39.82,34.52,Medium,2020,4,10,2020Q4
2020-10-28,HSBC,HSBC,37.89,37.67,37.38,37.58,22359491,-0.018078,0.2349418010376477,39.73,34.52,Medium,2020,4,10,2020Q4
2020-10-29,HSBC,HSBC,37.5,37.93,37.3,37.54,5704990,-0.00092,0.2199366533091146,39.64,34.51,Medium,2020,4,10,2020Q4
2020-10-30,HSBC,HSBC,37.46,37.34,36.82,37.12,12025007,-0.011139,0.2176453975846472,39.55,34.5,Medium,2020,4,10,2020Q4
2020-11-02,HSBC,HSBC,35.22,35.48,35.33,35.38,22538848,-0.047045,0.2473639814004649,39.4,34.48,Medium,2020,4,11,2020Q4
2020-11-03,HSBC,HSBC,37.08,36.95,36.82,36.89,23268068,0.042822,0.2611879144195635,39.29,34.46,Medium,2020,4,11,2020Q4
2020-11-04,HSBC,HSBC,36.5,36.79,36.33,36.49,10953332,-0.01087,0.2561200519103598,39.17,34.45,Medium,2020,4,11,2020Q4
2020-11-05,HSBC,HSBC,35.8,36.33,35.67,36.12,13324440,-0.010101,0.2523852458265146,39.05,34.43,Medium,2020,4,11,2020Q4
2020-11-06,HSBC,HSBC,35.34,35.88,35.27,35.46,11523058,-0.018461,0.2544367472786464,38.92,34.4,Medium,2020,4,11,2020Q4
2020-11-09,HSBC,HSBC,34.91,35.28,34.87,34.94,7403752,-0.014457,0.2498695157390529,38.77,34.38,Medium,2020,4,11,2020Q4
2020-11-10,HSBC,HSBC,35.0,34.96,34.61,34.86,6216028,-0.002416,0.2457746506347519,38.65,34.35,Medium,2020,4,11,2020Q4
2020-11-11,HSBC,HSBC,35.43,35.8,35.33,35.52,13890162,0.018933,0.2485806241056858,38.55,34.33,Medium,2020,4,11,2020Q4
2020-11-12,HSBC,HSBC,35.38,35.75,35.41,35.43,5798001,-0.002495,0.2386308656910686,38.47,34.32,Medium,2020,4,11,2020Q4
2020-11-13,HSBC,HSBC,35.37,35.8,35.04,35.28,16434446,-0.004286,0.2374977299620295,38.39,34.3,Medium,2020,4,11,2020Q4
2020-11-16,HSBC,HSBC,35.96,35.99,35.85,35.87,24870523,0.016833,0.2457649299417128,38.33,34.28,Medium,2020,4,11,2020Q4
2020-11-17,HSBC,HSBC,35.6,35.67,35.49,35.62,14271172,-0.007069,0.24212444534646,38.24,34.26,Medium,2020,4,11,2020Q4
2020-11-18,HSBC,HSBC,35.58,35.78,35.33,35.64,15586257,0.000492,0.2424715743244254,38.15,34.24,Medium,2020,4,11,2020Q4
2020-11-19,HSBC,HSBC,35.35,35.33,34.88,35.19,8555495,-0.012573,0.2436943112089403,38.07,34.21,Medium,2020,4,11,2020Q4
2020-11-20,HSBC,HSBC,35.96,36.48,35.97,36.02,7211584,0.023552,0.2549930653151988,38.02,34.19,Medium,2020,4,11,2020Q4
2020-11-23,HSBC,HSBC,36.33,37.1,36.53,36.55,20883538,0.014729,0.2600362013989853,37.97,34.17,Medium,2020,4,11,2020Q4
2020-11-24,HSBC,HSBC,36.41,37.04,35.94,36.48,18787289,-0.001922,0.2575139583829486,37.94,34.16,Medium,2020,4,11,2020Q4
2020-11-25,HSBC,HSBC,36.38,36.62,35.96,36.28,6493488,-0.005337,0.2521171749556964,37.9,34.16,Medium,2020,4,11,2020Q4
2020-11-26,HSBC,HSBC,36.25,36.29,36.14,36.27,8187002,-0.000243,0.2508488857789992,37.88,34.16,Medium,2020,4,11,2020Q4
2020-11-27,HSBC,HSBC,36.12,36.53,35.82,36.21,23083375,-0.001719,0.2506860827751956,37.85,34.16,Medium,2020,4,11,2020Q4
2020-11-30,HSBC,HSBC,35.22,35.59,35.42,35.44,11974203,-0.021238,0.2556357135736115,37.79,34.17,Medium,2020,4,11,2020Q4
2020-12-01,HSBC,HSBC,35.96,36.02,35.37,35.98,13994586,0.015203,0.2588669171616417,37.71,34.18,Medium,2020,4,12,2020Q4
2020-12-02,HSBC,HSBC,35.92,36.07,35.85,35.88,13751365,-0.002949,0.2567256319893495,37.65,34.2,Medium,2020,4,12,2020Q4
2020-12-03,HSBC,HSBC,36.64,37.23,36.22,36.83,21390630,0.026507,0.2690487485248208,37.62,34.23,Medium,2020,4,12,2020Q4
2020-12-04,HSBC,HSBC,37.01,37.48,36.87,37.05,9630981,0.006044,0.2697970263238386,37.59,34.26,Medium,2020,4,12,2020Q4
2020-12-07,HSBC,HSBC,35.57,35.94,35.64,35.76,23766366,-0.034741,0.2869392211020928,37.52,34.3,Medium,2020,4,12,2020Q4
2020-12-08,HSBC,HSBC,35.11,35.24,35.1,35.13,18382760,-0.017563,0.2901088427684124,37.43,34.33,Medium,2020,4,12,2020Q4
2020-12-09,HSBC,HSBC,34.39,34.43,34.03,34.1,6689575,-0.029543,0.2972115209354648,37.31,34.36,Medium,2020,4,12,2020Q4
2020-12-10,HSBC,HSBC,33.52,33.5,33.16,33.49,24227447,-0.017735,0.3001377772883645,37.16,34.39,High,2020,4,12,2020Q4
2020-12-11,HSBC,HSBC,32.48,33.02,32.42,32.74,21654773,-0.022441,0.3043539484737668,36.99,34.41,High,2020,4,12,2020Q4
2020-12-14,HSBC,HSBC,32.92,32.96,32.44,32.86,8682027,0.003699,0.276228800994942,36.83,34.43,Medium,2020,4,12,2020Q4
2020-12-15,HSBC,HSBC,32.94,33.05,32.67,32.72,19413142,-0.004182,0.240814625002346,36.68,34.46,Medium,2020,4,12,2020Q4
2020-12-16,HSBC,HSBC,32.84,33.14,33.02,33.07,6363990,0.010461,0.2433553599258384,36.53,34.49,Medium,2020,4,12,2020Q4
2020-12-17,HSBC,HSBC,32.88,33.08,32.88,33.05,13399835,-0.00033,0.2425826868860209,36.4,34.53,Medium,2020,4,12,2020Q4
2020-12-18,HSBC,HSBC,32.99,33.09,32.82,32.95,12379619,-0.003132,0.2380316025728368,36.26,34.56,Medium,2020,4,12,2020Q4
2020-12-21,HSBC,HSBC,33.86,34.26,33.4,33.87,16864785,0.02796,0.2506651588930592,36.15,34.61,Medium,2020,4,12,2020Q4
2020-12-22,HSBC,HSBC,34.19,34.04,33.9,33.98,11629628,0.003286,0.2509134383863938,36.05,34.66,Medium,2020,4,12,2020Q4
2020-12-23,HSBC,HSBC,33.92,34.63,33.95,33.95,17476647,-0.000917,0.2438958298411785,35.94,34.71,Medium,2020,4,12,2020Q4
2020-12-24,HSBC,HSBC,33.7,33.88,33.25,33.56,14646158,-0.011629,0.2456861166257351,35.81,34.76,Medium,2020,4,12,2020Q4
2020-12-25,HSBC,HSBC,33.27,33.09,32.74,33.02,24522594,-0.016098,0.2491305167515541,35.68,34.81,Medium,2020,4,12,2020Q4
2020-12-28,HSBC,HSBC,33.23,33.75,33.26,33.38,22418734,0.010877,0.2457755394924679,35.56,34.87,Medium,2020,4,12,2020Q4
2020-12-29,HSBC,HSBC,33.84,33.9,33.69,33.71,19099565,0.010048,0.2478782033138936,35.45,34.94,Medium,2020,4,12,2020Q4
2020-12-30,HSBC,HSBC,34.38,34.52,34.14,34.45,24862848,0.021978,0.2571874206704462,35.37,35.01,Medium,2020,4,12,2020Q4
2020-12-31,HSBC,HSBC,34.3,34.86,34.21,34.69,5813383,0.006836,0.2557447863360171,35.3,35.08,Medium,2020,4,12,2020Q4
2021-01-01,HSBC,HSBC,34.59,34.61,34.09,34.51,17341032,-0.005249,0.2457815728189955,35.23,35.15,Medium,2021,1,1,2021Q1
2021-01-04,HSBC,HSBC,34.86,34.91,34.64,34.76,7443647,0.00728,0.2424832368835077,35.16,35.22,Medium,2021,1,1,2021Q1
2021-01-05,HSBC,HSBC,34.46,35.05,34.69,34.73,5312683,-0.000914,0.2424877461705696,35.09,35.29,Medium,2021,1,1,2021Q1
2021-01-06,HSBC,HSBC,35.07,35.25,35.05,35.15,9879975,0.012192,0.2453983697232751,35.04,35.36,Medium,2021,1,1,2021Q1
2021-01-07,HSBC,HSBC,35.69,36.22,35.52,35.81,5697757,0.018691,0.2519159668372192,35.0,35.44,Medium,2021,1,1,2021Q1
2021-01-08,HSBC,HSBC,35.87,36.22,35.52,35.73,10272098,-0.002138,0.2519392484937586,34.98,35.51,Medium,2021,1,1,2021Q1
2021-01-11,HSBC,HSBC,36.32,36.92,36.27,36.61,24843463,0.024552,0.2538562309084576,35.0,35.58,Medium,2021,1,1,2021Q1
2021-01-12,HSBC,HSBC,37.24,37.56,37.2,37.22,5831299,0.016667,0.2545922767531617,35.01,35.66,Medium,2021,1,1,2021Q1
2021-01-13,HSBC,HSBC,36.8,37.46,37.05,37.23,5037972,0.000443,0.2542957095554915,35.02,35.74,Medium,2021,1,1,2021Q1
2021-01-14,HSBC,HSBC,37.66,38.02,37.0,37.59,22650572,0.009494,0.2442608792255834,35.05,35.81,Medium,2021,1,1,2021Q1
2021-01-15,HSBC,HSBC,37.78,37.82,37.71,37.75,22498796,0.004432,0.2440044974148545,35.1,35.88,Medium,2021,1,1,2021Q1
2021-01-18,HSBC,HSBC,37.68,37.89,37.7,37.77,8643688,0.000503,0.2196309562364194,35.15,35.96,Medium,2021,1,1,2021Q1
2021-01-19,HSBC,HSBC,39.06,38.89,38.45,38.78,16663415,0.026712,0.2229671613885525,35.23,36.03,Medium,2021,1,1,2021Q1
2021-01-20,HSBC,HSBC,38.56,39.22,39.02,39.07,24580993,0.007372,0.2000764164949531,35.3,36.1,Medium,2021,1,1,2021Q1
2021-01-21,HSBC,HSBC,38.62,39.22,38.31,38.62,21619154,-0.011456,0.1947353019892419,35.37,36.18,Medium,2021,1,1,2021Q1
2021-01-22,HSBC,HSBC,38.31,38.49,37.93,38.08,13568477,-0.014048,0.1858365157703271,35.42,36.25,Medium,2021,1,1,2021Q1
2021-01-25,HSBC,HSBC,37.59,38.15,37.52,37.56,6633751,-0.013481,0.1934856015257801,35.46,36.31,Medium,2021,1,1,2021Q1
2021-01-26,HSBC,HSBC,38.08,37.85,37.75,37.83,11805060,0.006982,0.1918105345186517,35.5,36.38,Medium,2021,1,1,2021Q1
2021-01-27,HSBC,HSBC,37.57,37.86,37.51,37.65,17356630,-0.004535,0.1929616898870929,35.54,36.45,Medium,2021,1,1,2021Q1
2021-01-28,HSBC,HSBC,37.8,37.98,37.76,37.84,7486973,0.004817,0.1924383316682028,35.6,36.51,Medium,2021,1,1,2021Q1
